Year,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,seed
1996,Los Angeles Lakers,53,29,.646,11.0,102.9,98.5,4.21,6
1996,Indiana Pacers,52,30,.634,20.0,99.3,96.1,3.11,7
1996,Houston Rockets,48,34,.585,11.0,102.5,100.7,1.63,8
1996,Cleveland Cavaliers,47,35,.573,25.0,91.1,88.5,2.49,9
1996,New York Knicks,47,35,.573,13.0,97.2,94.9,2.24,10
1996,Atlanta Hawks,46,36,.561,26.0,98.3,97.1,1.29,11
1996,Detroit Pistons,46,36,.561,26.0,95.4,92.9,2.45,12
1996,Portland Trail Blazers,44,38,.537,20.0,99.3,97.0,2.21,13
1996,Miami Heat,42,40,.512,18.0,96.5,95.0,1.46,14
1996,Charlotte Hornets,41,41,.500,31.0,102.8,103.4,-0.48,15
1996,Phoenix Suns,41,41,.500,23.0,104.3,104.0,0.28,16
1996,Sacramento Kings,39,43,.476,25.0,99.5,102.3,-2.62,17
1996,Washington Bullets,39,43,.476,21.0,102.5,101.5,0.99,18
1996,Golden State Warriors,36,46,.439,28.0,101.6,103.1,-1.42,19
1996,Denver Nuggets,35,47,.427,24.0,97.7,100.4,-2.62,20
1996,Boston Celtics,33,49,.402,27.0,103.6,107.0,-3.37,21
1996,New Jersey Nets,30,52,.366,30.0,93.7,97.9,-4.14,22
1996,Los Angeles Clippers,29,53,.354,35.0,99.4,103.0,-3.46,23
1996,Dallas Mavericks,26,56,.317,33.0,102.5,107.5,-4.71,24
1996,Minnesota Timberwolves,26,56,.317,33.0,97.9,103.2,-5.14,25
1996,Milwaukee Bucks,25,57,.305,47.0,95.6,100.9,-4.92,26
1996,Toronto Raptors,21,61,.256,51.0,97.5,105.0,-7.20,27
1996,Philadelphia 76ers,18,64,.220,42.0,94.5,104.5,-9.45,28
1996,Vancouver Grizzlies,15,67,.183,44.0,89.8,99.8,-9.55,29
1996,Atlantic Division,,,,,,,,30
1996,Central Division,,,,,,,,31
1996,Midwest Division,,,,,,,,32
1996,Pacific Division,,,,,,,,33
1997,Chicago Bulls,69,13,.841,—,103.1,92.3,10.70,1
1997,Utah Jazz,64,18,.780,—,103.1,94.3,7.97,2
1997,Miami Heat,61,21,.744,—,94.8,89.3,5.56,3
1997,Houston Rockets,57,25,.695,7.0,100.6,96.1,3.85,4
1997,New York Knicks,57,25,.695,4.0,95.4,92.2,3.31,5
1997,Seattle SuperSonics,57,25,.695,—,100.9,93.2,6.91,6
1997,Atlanta Hawks,56,26,.683,13.0,94.8,89.4,5.52,7
1997,Los Angeles Lakers,56,26,.683,1.0,100.0,95.7,3.66,8
1997,Detroit Pistons,54,28,.659,15.0,94.2,88.9,5.45,9
1997,Charlotte Hornets,54,28,.659,15.0,98.9,97.0,2.13,10
1997,Portland Trail Blazers,49,33,.598,8.0,99.0,94.8,3.56,11
1997,Orlando Magic,45,37,.549,16.0,94.1,94.5,-0.07,12
1997,Washington Bullets,44,38,.537,17.0,99.4,97.7,1.77,13
1997,Cleveland Cavaliers,42,40,.512,27.0,87.5,85.6,2.32,14
1997,Phoenix Suns,40,42,.488,17.0,102.8,102.2,0.21,15
1997,Minnesota Timberwolves,40,42,.488,24.0,96.1,97.6,-1.82,16
1997,Indiana Pacers,39,43,.476,30.0,95.4,94.4,1.49,17
1997,Los Angeles Clippers,36,46,.439,21.0,97.2,99.5,-2.66,18
1997,Sacramento Kings,34,48,.415,23.0,96.4,99.8,-3.64,19
1997,Milwaukee Bucks,33,49,.402,36.0,95.3,97.2,-1.38,20
1997,Toronto Raptors,30,52,.366,39.0,95.5,98.6,-2.56,21
1997,Golden State Warriors,30,52,.366,27.0,99.6,104.4,-4.90,22
1997,New Jersey Nets,26,56,.317,35.0,97.2,101.8,-3.89,23
1997,Dallas Mavericks,24,58,.293,40.0,90.6,97.0,-6.47,24
1997,Philadelphia 76ers,22,60,.268,39.0,100.2,106.7,-5.89,25
1997,Denver Nuggets,21,61,.256,43.0,97.8,104.1,-6.40,26
1997,San Antonio Spurs,20,62,.244,44.0,90.5,98.3,-7.93,27
1997,Boston Celtics,15,67,.183,46.0,100.6,107.9,-6.62,28
1997,Vancouver Grizzlies,14,68,.171,50.0,89.2,99.4,-10.17,29
1997,Atlantic Division,,,,,,,,30
1997,Central Division,,,,,,,,31
1997,Midwest Division,,,,,,,,32
1997,Pacific Division,,,,,,,,33
1998,Utah Jazz,62,20,.756,—,101.0,94.4,5.73,1
1998,Chicago Bulls,62,20,.756,—,96.7,89.6,7.24,2
1998,Los Angeles Lakers,61,21,.744,—,105.5,97.8,6.88,3
1998,Seattle SuperSonics,61,21,.744,—,100.6,93.4,6.33,4
1998,Indiana Pacers,58,24,.707,4.0,96.0,89.9,6.25,5
1998,Phoenix Suns,56,26,.683,5.0,99.6,94.4,4.44,6
1998,San Antonio Spurs,56,26,.683,6.0,92.5,88.5,3.30,7
1998,Miami Heat,55,27,.671,—,95.0,90.0,5.09,8
1998,Charlotte Hornets,51,31,.622,11.0,96.6,94.6,2.45,9
1998,Atlanta Hawks,50,32,.610,12.0,95.9,92.3,3.85,10
1998,Cleveland Cavaliers,47,35,.573,15.0,92.5,89.8,3.06,11
1998,Portland Trail Blazers,46,36,.561,15.0,94.3,92.9,0.83,12
1998,Minnesota Timberwolves,45,37,.549,17.0,101.1,100.4,0.17,13
1998,New York Knicks,43,39,.524,12.0,91.6,89.1,2.74,14
1998,New Jersey Nets,43,39,.524,12.0,99.6,98.1,1.88,15
1998,Washington Wizards,42,40,.512,13.0,97.2,96.6,1.11,16
1998,Houston Rockets,41,41,.500,21.0,98.8,99.5,-1.23,17
1998,Orlando Magic,41,41,.500,14.0,90.1,91.2,-0.53,18
1998,Detroit Pistons,37,45,.451,25.0,94.2,92.6,1.95,19
1998,Boston Celtics,36,46,.439,19.0,95.9,98.5,-1.96,20
1998,Milwaukee Bucks,36,46,.439,26.0,94.5,96.4,-1.33,21
1998,Philadelphia 76ers,31,51,.378,24.0,93.3,95.7,-1.89,22
1998,Sacramento Kings,27,55,.329,34.0,93.1,98.7,-5.83,23
1998,Dallas Mavericks,20,62,.244,42.0,91.4,97.5,-6.33,24
1998,Vancouver Grizzlies,19,63,.232,43.0,96.6,103.9,-7.47,25
1998,Golden State Warriors,19,63,.232,42.0,88.3,97.4,-9.20,26
1998,Los Angeles Clippers,17,65,.207,44.0,95.9,103.3,-7.53,27
1998,Toronto Raptors,16,66,.195,46.0,94.9,104.2,-8.33,28
1998,Denver Nuggets,11,71,.134,51.0,89.0,100.8,-11.74,29
1998,Atlantic Division,,,,,,,,30
1998,Central Division,,,,,,,,31
1998,Midwest Division,,,,,,,,32
1998,Pacific Division,,,,,,,,33
1999,Utah Jazz,37,13,.740,—,93.3,86.8,5.54,1
1999,San Antonio Spurs,37,13,.740,—,92.8,84.7,7.12,2
1999,Portland Trail Blazers,35,15,.700,—,94.8,88.5,5.67,3
1999,Miami Heat,33,17,.660,—,89.0,84.0,5.11,4
1999,Orlando Magic,33,17,.660,—,89.5,86.9,3.11,5
1999,Indiana Pacers,33,17,.660,—,94.7,90.9,3.86,6
1999,Los Angeles Lakers,31,19,.620,4.0,99.0,96.0,2.68,7
1999,Houston Rockets,31,19,.620,6.0,94.2,91.9,1.39,8
1999,Atlanta Hawks,31,19,.620,2.0,86.3,83.4,2.82,9
1999,Detroit Pistons,29,21,.580,4.0,90.4,86.9,3.97,10
1999,Philadelphia 76ers,28,22,.560,5.0,89.7,87.6,2.56,11
1999,Milwaukee Bucks,28,22,.560,5.0,91.7,90.0,1.66,12
1999,Phoenix Suns,27,23,.540,8.0,95.6,93.3,2.15,13
1999,Sacramento Kings,27,23,.540,8.0,100.2,100.6,-0.89,14
1999,New York Knicks,27,23,.540,6.0,86.4,85.4,1.45,15
1999,Charlotte Hornets,26,24,.520,7.0,92.9,93.0,0.63,16
1999,Seattle SuperSonics,25,25,.500,10.0,94.9,95.9,-1.43,17
1999,Minnesota Timberwolves,25,25,.500,12.0,92.9,92.6,-0.17,18
1999,Toronto Raptors,23,27,.460,10.0,91.1,92.8,-1.32,19
1999,Cleveland Cavaliers,22,28,.440,11.0,86.4,88.2,-0.94,20
1999,Golden State Warriors,21,29,.420,14.0,88.3,90.8,-2.63,21
1999,Dallas Mavericks,19,31,.380,18.0,91.6,94.0,-2.50,22
1999,Boston Celtics,19,31,.380,14.0,93.0,94.9,-1.75,23
1999,Washington Wizards,18,32,.360,15.0,91.2,93.4,-1.75,24
1999,New Jersey Nets,16,34,.320,17.0,91.4,95.2,-3.20,25
1999,Denver Nuggets,14,36,.280,23.0,93.5,100.1,-6.67,26
1999,Chicago Bulls,13,37,.260,20.0,81.9,91.4,-8.58,27
1999,Los Angeles Clippers,9,41,.180,26.0,90.4,99.2,-8.94,28
1999,Vancouver Grizzlies,8,42,.160,29.0,88.9,97.5,-8.94,29
1999,Atlantic Division,,,,,,,,30
1999,Central Division,,,,,,,,31
1999,Midwest Division,,,,,,,,32
1999,Pacific Division,,,,,,,,33
2000,Los Angeles Lakers,67,15,.817,—,100.8,92.3,8.41,1
2000,Portland Trail Blazers,59,23,.720,8.0,97.5,91.0,6.36,2
2000,Indiana Pacers,56,26,.683,—,101.3,96.7,4.15,3
2000,Utah Jazz,55,27,.671,—,96.5,92.0,4.52,4
2000,Phoenix Suns,53,29,.646,14.0,98.9,93.7,5.24,5
2000,San Antonio Spurs,53,29,.646,2.0,96.2,90.2,5.92,6
2000,Miami Heat,52,30,.634,—,94.4,91.3,2.75,7
2000,New York Knicks,50,32,.610,2.0,92.1,90.7,1.30,8
2000,Minnesota Timberwolves,50,32,.610,5.0,98.5,96.0,2.67,9
2000,Philadelphia 76ers,49,33,.598,3.0,94.8,93.4,1.02,10
2000,Charlotte Hornets,49,33,.598,7.0,98.4,95.8,2.33,11
2000,Seattle SuperSonics,45,37,.549,22.0,99.1,98.1,1.17,12
2000,Toronto Raptors,45,37,.549,11.0,97.2,97.3,-0.46,13
2000,Sacramento Kings,44,38,.537,23.0,105.0,102.0,3.04,14
2000,Milwaukee Bucks,42,40,.512,14.0,101.2,101.0,-0.06,15
2000,Detroit Pistons,42,40,.512,14.0,103.5,102.0,1.13,16
2000,Orlando Magic,41,41,.500,11.0,100.1,99.4,0.43,17
2000,Dallas Mavericks,40,42,.488,15.0,101.4,102.0,-0.29,18
2000,Denver Nuggets,35,47,.427,20.0,99.0,101.1,-1.76,19
2000,Boston Celtics,35,47,.427,17.0,99.3,100.1,-1.00,20
2000,Houston Rockets,34,48,.415,21.0,99.5,100.3,-0.57,21
2000,Cleveland Cavaliers,32,50,.390,24.0,97.0,100.5,-3.64,22
2000,New Jersey Nets,31,51,.378,21.0,98.0,99.0,-1.18,23
2000,Washington Wizards,29,53,.354,23.0,96.6,99.9,-3.47,24
2000,Atlanta Hawks,28,54,.341,28.0,94.3,99.7,-5.41,25
2000,Vancouver Grizzlies,22,60,.268,33.0,93.9,99.5,-5.10,26
2000,Golden State Warriors,19,63,.232,48.0,95.5,103.8,-7.63,27
2000,Chicago Bulls,17,65,.207,39.0,84.8,94.2,-9.23,28
2000,Los Angeles Clippers,15,67,.183,52.0,92.0,103.5,-10.73,29
2000,Atlantic Division,,,,,,,,30
2000,Central Division,,,,,,,,31
2000,Midwest Division,,,,,,,,32
2000,Pacific Division,,,,,,,,33
2001,San Antonio Spurs,58,24,.707,—,96.2,88.4,7.92,1
2001,Philadelphia 76ers,56,26,.683,—,94.7,90.4,3.64,2
2001,Los Angeles Lakers,56,26,.683,—,100.6,97.2,3.74,3
2001,Sacramento Kings,55,27,.671,1.0,101.7,95.9,6.07,4
2001,Dallas Mavericks,53,29,.646,5.0,100.5,96.2,4.61,5
2001,Utah Jazz,53,29,.646,5.0,97.1,92.4,5.00,6
2001,Milwaukee Bucks,52,30,.634,—,100.7,96.9,3.14,7
2001,Phoenix Suns,51,31,.622,5.0,94.0,91.8,2.63,8
2001,Portland Trail Blazers,50,32,.610,6.0,95.4,91.2,4.52,9
2001,Miami Heat,50,32,.610,6.0,88.9,86.6,1.73,10
2001,New York Knicks,48,34,.585,8.0,88.7,86.1,1.98,11
2001,Toronto Raptors,47,35,.573,5.0,97.6,95.4,1.69,12
2001,Minnesota Timberwolves,47,35,.573,11.0,97.3,96.0,1.81,13
2001,Charlotte Hornets,46,36,.561,6.0,91.9,89.8,1.45,14
2001,Houston Rockets,45,37,.549,13.0,97.2,94.9,2.71,15
2001,Seattle SuperSonics,44,38,.537,12.0,97.3,97.3,0.55,16
2001,Orlando Magic,43,39,.524,13.0,97.5,96.5,0.39,17
2001,Indiana Pacers,41,41,.500,11.0,92.6,92.8,-0.77,18
2001,Denver Nuggets,40,42,.488,18.0,96.6,99.0,-1.83,19
2001,Boston Celtics,36,46,.439,20.0,94.6,96.8,-2.40,20
2001,Detroit Pistons,32,50,.390,20.0,95.6,97.3,-2.08,21
2001,Los Angeles Clippers,31,51,.378,25.0,92.5,95.3,-2.23,22
2001,Cleveland Cavaliers,30,52,.366,22.0,92.2,96.5,-4.48,23
2001,New Jersey Nets,26,56,.317,30.0,92.1,97.1,-5.30,24
2001,Atlanta Hawks,25,57,.305,27.0,91.0,96.2,-5.55,25
2001,Vancouver Grizzlies,23,59,.280,35.0,91.7,97.5,-4.94,26
2001,Washington Wizards,19,63,.232,37.0,93.2,99.9,-6.75,27
2001,Golden State Warriors,17,65,.207,39.0,92.5,101.5,-8.11,28
2001,Chicago Bulls,15,67,.183,37.0,87.6,96.7,-9.09,29
2001,Atlantic Division,,,,,,,,30
2001,Central Division,,,,,,,,31
2001,Midwest Division,,,,,,,,32
2001,Pacific Division,,,,,,,,33
2002,Sacramento Kings,61,21,.744,—,104.6,97.0,7.61,1
2002,Los Angeles Lakers,58,24,.707,3.0,101.3,94.1,7.15,2
2002,San Antonio Spurs,58,24,.707,—,96.7,90.5,6.28,3
2002,Dallas Mavericks,57,25,.695,1.0,105.2,101.0,4.41,4
2002,New Jersey Nets,52,30,.634,—,96.2,92.0,3.67,5
2002,Detroit Pistons,50,32,.610,—,94.3,92.2,1.69,6
2002,Minnesota Timberwolves,50,32,.610,8.0,99.3,96.0,3.58,7
2002,Portland Trail Blazers,49,33,.598,12.0,96.6,93.7,3.21,8
2002,Boston Celtics,49,33,.598,3.0,96.4,94.1,1.75,9
2002,Seattle SuperSonics,45,37,.549,16.0,97.7,94.7,3.24,10
2002,Utah Jazz,44,38,.537,14.0,96.0,95.1,1.21,11
2002,Orlando Magic,44,38,.537,8.0,100.5,98.9,1.25,12
2002,Charlotte Hornets,44,38,.537,6.0,93.9,92.9,0.57,13
2002,Philadelphia 76ers,43,39,.524,9.0,91.0,89.4,1.27,14
2002,Toronto Raptors,42,40,.512,8.0,91.4,91.8,-0.71,15
2002,Indiana Pacers,42,40,.512,8.0,96.8,96.5,-0.07,16
2002,Milwaukee Bucks,41,41,.500,9.0,97.5,97.7,-0.62,17
2002,Los Angeles Clippers,39,43,.476,22.0,95.7,96.1,-0.09,18
2002,Washington Wizards,37,45,.451,15.0,92.8,94.2,-1.58,19
2002,Phoenix Suns,36,46,.439,25.0,95.1,95.8,-0.30,20
2002,Miami Heat,36,46,.439,16.0,87.2,88.7,-1.84,21
2002,Atlanta Hawks,33,49,.402,17.0,94.0,98.3,-4.41,22
2002,New York Knicks,30,52,.366,22.0,91.6,95.6,-4.15,23
2002,Cleveland Cavaliers,29,53,.354,21.0,95.3,98.6,-3.52,24
2002,Houston Rockets,28,54,.341,30.0,92.3,97.2,-4.31,25
2002,Denver Nuggets,27,55,.329,31.0,92.2,98.0,-5.19,26
2002,Memphis Grizzlies,23,59,.280,35.0,89.9,97.3,-6.74,27
2002,Chicago Bulls,21,61,.256,29.0,89.5,98.0,-8.52,28
2002,Golden State Warriors,21,61,.256,40.0,97.7,103.1,-4.80,29
2002,Atlantic Division,,,,,,,,30
2002,Central Division,,,,,,,,31
2002,Midwest Division,,,,,,,,32
2002,Pacific Division,,,,,,,,33
2003,Dallas Mavericks,60,22,.732,—,103.0,95.2,7.90,1
2003,San Antonio Spurs,60,22,.732,—,95.8,90.4,5.65,2
2003,Sacramento Kings,59,23,.720,—,101.7,95.2,6.68,3
2003,Minnesota Timberwolves,51,31,.622,9.0,98.1,96.0,2.46,4
2003,Los Angeles Lakers,50,32,.610,9.0,100.4,98.0,2.71,5
2003,Detroit Pistons,50,32,.610,—,91.4,87.7,2.97,6
2003,Portland Trail Blazers,50,32,.610,9.0,95.2,92.5,2.97,7
2003,New Jersey Nets,49,33,.598,—,95.4,90.1,4.42,8
2003,Indiana Pacers,48,34,.585,2.0,96.8,93.3,2.79,9
2003,Philadelphia 76ers,48,34,.585,1.0,96.8,94.5,1.76,10
2003,New Orleans Hornets,47,35,.573,3.0,93.9,91.8,1.52,11
2003,Utah Jazz,47,35,.573,13.0,94.7,92.3,2.76,12
2003,Phoenix Suns,44,38,.537,15.0,95.5,94.4,1.57,13
2003,Boston Celtics,44,38,.537,5.0,92.7,93.1,-0.75,14
2003,Houston Rockets,43,39,.524,17.0,93.8,92.3,1.89,15
2003,Milwaukee Bucks,42,40,.512,8.0,99.5,99.3,-0.24,16
2003,Orlando Magic,42,40,.512,7.0,98.5,98.4,-0.39,17
2003,Seattle SuperSonics,40,42,.488,19.0,92.1,92.3,0.37,18
2003,Golden State Warriors,38,44,.463,21.0,102.4,103.6,-0.60,19
2003,New York Knicks,37,45,.451,12.0,95.9,97.2,-1.61,20
2003,Washington Wizards,37,45,.451,12.0,91.5,92.5,-1.47,21
2003,Atlanta Hawks,35,47,.427,15.0,94.1,97.6,-3.87,22
2003,Chicago Bulls,30,52,.366,20.0,95.0,100.1,-5.31,23
2003,Memphis Grizzlies,28,54,.341,32.0,97.5,100.7,-2.60,24
2003,Los Angeles Clippers,27,55,.329,32.0,93.8,97.9,-3.45,25
2003,Miami Heat,25,57,.305,24.0,85.6,90.6,-5.13,26
2003,Toronto Raptors,24,58,.293,26.0,90.9,96.8,-6.10,27
2003,Denver Nuggets,17,65,.207,43.0,84.2,92.4,-7.41,28
2003,Cleveland Cavaliers,17,65,.207,33.0,91.4,101.0,-9.59,29
2003,Atlantic Division,,,,,,,,30
2003,Central Division,,,,,,,,31
2003,Midwest Division,,,,,,,,32
2003,Pacific Division,,,,,,,,33
2004,Indiana Pacers,61,21,.744,—,91.4,85.6,4.93,1
2004,Minnesota Timberwolves,58,24,.707,—,94.5,89.1,5.86,2
2004,San Antonio Spurs,57,25,.695,1.0,91.5,84.3,7.51,3
2004,Los Angeles Lakers,56,26,.683,—,98.2,94.3,4.35,4
2004,Sacramento Kings,55,27,.671,1.0,102.8,97.8,5.41,5
2004,Detroit Pistons,54,28,.659,7.0,90.1,84.3,5.04,6
2004,Dallas Mavericks,52,30,.634,6.0,105.2,100.8,4.86,7
2004,Memphis Grizzlies,50,32,.610,8.0,96.7,94.3,2.95,8
2004,New Jersey Nets,47,35,.573,—,90.3,87.8,1.88,9
2004,Houston Rockets,45,37,.549,13.0,89.8,88.0,2.28,10
2004,Denver Nuggets,43,39,.524,15.0,97.2,96.1,1.65,11
2004,Miami Heat,42,40,.512,5.0,90.3,89.7,-0.13,12
2004,Utah Jazz,42,40,.512,16.0,88.7,89.9,-0.53,13
2004,New Orleans Hornets,41,41,.500,20.0,91.8,91.9,-0.72,14
2004,Milwaukee Bucks,41,41,.500,20.0,98.0,97.0,0.42,15
2004,Portland Trail Blazers,41,41,.500,15.0,90.7,92.0,-0.58,16
2004,New York Knicks,39,43,.476,8.0,92.0,93.5,-1.97,17
2004,Golden State Warriors,37,45,.451,19.0,93.3,94.0,-0.07,18
2004,Seattle SuperSonics,37,45,.451,19.0,97.1,97.8,0.02,19
2004,Boston Celtics,36,46,.439,11.0,95.3,96.7,-1.99,20
2004,Cleveland Cavaliers,35,47,.427,26.0,92.9,95.5,-3.07,21
2004,Philadelphia 76ers,33,49,.402,14.0,88.0,90.5,-2.95,22
2004,Toronto Raptors,33,49,.402,28.0,85.4,88.5,-3.42,23
2004,Phoenix Suns,29,53,.354,27.0,94.2,97.9,-2.94,24
2004,Los Angeles Clippers,28,54,.341,28.0,94.8,99.4,-3.74,25
2004,Atlanta Hawks,28,54,.341,33.0,92.8,97.5,-5.00,26
2004,Washington Wizards,25,57,.305,22.0,91.8,97.4,-6.12,27
2004,Chicago Bulls,23,59,.280,38.0,89.7,96.0,-6.69,28
2004,Orlando Magic,21,61,.256,26.0,94.0,101.1,-7.25,29
2004,Atlantic Division,,,,,,,,30
2004,Central Division,,,,,,,,31
2004,Midwest Division,,,,,,,,32
2004,Pacific Division,,,,,,,,33
2005,Phoenix Suns,62,20,.756,—,110.4,103.3,7.08,1
2005,San Antonio Spurs,59,23,.720,—,96.2,88.4,7.84,2
2005,Miami Heat,59,23,.720,—,101.5,95.0,5.77,3
2005,Dallas Mavericks,58,24,.707,1.0,102.5,96.8,5.86,4
2005,Detroit Pistons,54,28,.659,—,93.3,89.5,3.31,5
2005,Seattle SuperSonics,52,30,.634,—,98.9,96.6,2.59,6
2005,Houston Rockets,51,31,.622,8.0,95.1,91.0,4.27,7
2005,Sacramento Kings,50,32,.610,12.0,103.7,101.6,2.56,8
2005,Denver Nuggets,49,33,.598,3.0,99.5,97.5,2.23,9
2005,Chicago Bulls,47,35,.573,7.0,94.5,93.4,0.65,10
2005,Memphis Grizzlies,45,37,.549,14.0,93.4,91.1,2.64,11
2005,Boston Celtics,45,37,.549,—,101.3,100.4,0.35,12
2005,Washington Wizards,45,37,.549,14.0,100.5,100.8,-0.71,13
2005,Minnesota Timberwolves,44,38,.537,8.0,96.8,95.3,1.73,14
2005,Indiana Pacers,44,38,.537,10.0,93.0,92.2,0.49,15
2005,Philadelphia 76ers,43,39,.524,2.0,99.1,99.9,-1.07,16
2005,Cleveland Cavaliers,42,40,.512,12.0,96.5,95.7,0.27,17
2005,New Jersey Nets,42,40,.512,3.0,91.4,92.9,-1.82,18
2005,Los Angeles Clippers,37,45,.451,25.0,95.7,96.5,-0.47,19
2005,Orlando Magic,36,46,.439,23.0,99.5,101.8,-2.52,20
2005,Los Angeles Lakers,34,48,.415,28.0,98.7,101.7,-2.32,21
2005,Golden State Warriors,34,48,.415,28.0,98.7,100.9,-1.74,22
2005,New York Knicks,33,49,.402,12.0,97.3,99.7,-2.72,23
2005,Toronto Raptors,33,49,.402,12.0,99.7,101.4,-1.81,24
2005,Milwaukee Bucks,30,52,.366,24.0,97.2,100.2,-3.09,25
2005,Portland Trail Blazers,27,55,.329,25.0,92.9,96.9,-3.45,26
2005,Utah Jazz,26,56,.317,26.0,93.0,97.3,-3.74,27
2005,Charlotte Bobcats,18,64,.220,41.0,94.3,100.2,-6.15,28
2005,New Orleans Hornets,18,64,.220,41.0,88.4,95.5,-6.30,29
2005,Atlanta Hawks,13,69,.159,46.0,92.7,102.5,-9.62,30
2005,Atlantic Division,,,,,,,,31
2005,Central Division,,,,,,,,32
2005,Southeast Division,,,,,,,,33
2005,Northwest Division,,,,,,,,34
2005,Pacific Division,,,,,,,,35
2005,Southwest Division,,,,,,,,36
2006,Detroit Pistons,64,18,.780,—,96.8,90.2,6.24,1
2006,San Antonio Spurs,63,19,.768,—,95.6,88.8,6.69,2
2006,Dallas Mavericks,60,22,.732,3.0,99.1,93.1,5.96,3
2006,Phoenix Suns,54,28,.659,—,108.4,102.8,5.48,4
2006,Miami Heat,52,30,.634,—,99.9,96.0,3.59,5
2006,Cleveland Cavaliers,50,32,.610,14.0,97.6,95.4,2.17,6
2006,New Jersey Nets,49,33,.598,—,93.8,92.4,1.11,7
2006,Memphis Grizzlies,49,33,.598,14.0,92.2,88.5,3.74,8
2006,Los Angeles Clippers,47,35,.573,7.0,97.2,95.6,1.75,9
2006,Los Angeles Lakers,45,37,.549,9.0,99.4,96.9,2.53,10
2006,Sacramento Kings,44,38,.537,10.0,98.9,97.3,1.61,11
2006,Denver Nuggets,44,38,.537,—,100.3,100.1,0.36,12
2006,Washington Wizards,42,40,.512,10.0,101.7,99.8,1.57,13
2006,Utah Jazz,41,41,.500,3.0,92.4,95.0,-2.49,14
2006,Indiana Pacers,41,41,.500,23.0,93.9,92.0,1.62,15
2006,Chicago Bulls,41,41,.500,23.0,97.8,97.2,0.51,16
2006,Milwaukee Bucks,40,42,.488,24.0,97.8,98.8,-1.07,17
2006,New Orleans/Oklahoma City Hornets,38,44,.463,25.0,92.8,95.6,-2.51,18
2006,Philadelphia 76ers,38,44,.463,11.0,99.4,101.3,-2.10,19
2006,Orlando Magic,36,46,.439,16.0,94.9,96.0,-1.26,20
2006,Seattle SuperSonics,35,47,.427,9.0,102.6,105.6,-2.88,21
2006,Golden State Warriors,34,48,.415,20.0,98.5,99.8,-1.11,22
2006,Houston Rockets,34,48,.415,29.0,90.1,91.7,-1.30,23
2006,Minnesota Timberwolves,33,49,.402,11.0,91.7,93.6,-1.75,24
2006,Boston Celtics,33,49,.402,16.0,98.0,99.5,-1.59,25
2006,Toronto Raptors,27,55,.329,22.0,101.1,104.0,-3.03,26
2006,Charlotte Bobcats,26,56,.317,26.0,96.9,100.9,-3.90,27
2006,Atlanta Hawks,26,56,.317,26.0,97.2,102.0,-4.69,28
2006,New York Knicks,23,59,.280,26.0,95.6,102.0,-6.30,29
2006,Portland Trail Blazers,21,61,.256,23.0,88.8,98.3,-8.91,30
2006,Atlantic Division,,,,,,,,31
2006,Central Division,,,,,,,,32
2006,Southeast Division,,,,,,,,33
2006,Northwest Division,,,,,,,,34
2006,Pacific Division,,,,,,,,35
2006,Southwest Division,,,,,,,,36
2007,Dallas Mavericks,67,15,.817,—,100.0,92.8,7.28,1
2007,Phoenix Suns,61,21,.744,—,110.2,102.9,7.28,2
2007,San Antonio Spurs,58,24,.707,9.0,98.5,90.1,8.35,3
2007,Detroit Pistons,53,29,.646,—,96.0,91.8,3.69,4
2007,Houston Rockets,52,30,.634,15.0,97.0,92.1,5.04,5
2007,Utah Jazz,51,31,.622,—,101.5,98.6,3.06,6
2007,Cleveland Cavaliers,50,32,.610,3.0,96.8,92.9,3.33,7
2007,Chicago Bulls,49,33,.598,4.0,98.8,93.8,4.52,8
2007,Toronto Raptors,47,35,.573,—,99.5,98.5,0.61,9
2007,Denver Nuggets,45,37,.549,6.0,105.4,103.7,1.69,10
2007,Miami Heat,44,38,.537,—,94.6,95.5,-1.21,11
2007,Los Angeles Lakers,42,40,.512,19.0,103.3,103.4,0.24,12
2007,Golden State Warriors,42,40,.512,19.0,106.5,106.9,0.00,13
2007,Washington Wizards,41,41,.500,3.0,104.3,104.9,-0.80,14
2007,New Jersey Nets,41,41,.500,6.0,97.6,98.3,-1.00,15
2007,Los Angeles Clippers,40,42,.488,21.0,95.6,96.1,-0.07,16
2007,Orlando Magic,40,42,.488,4.0,94.8,94.0,0.35,17
2007,New Orleans/Oklahoma City Hornets,39,43,.476,28.0,95.5,97.1,-1.19,18
2007,Philadelphia 76ers,35,47,.427,12.0,94.9,98.0,-3.26,19
2007,Indiana Pacers,35,47,.427,18.0,95.6,98.0,-2.62,20
2007,New York Knicks,33,49,.402,14.0,97.5,100.3,-3.06,21
2007,Charlotte Bobcats,33,49,.402,11.0,96.9,100.6,-3.97,22
2007,Sacramento Kings,33,49,.402,28.0,101.3,103.1,-1.35,23
2007,Minnesota Timberwolves,32,50,.390,19.0,96.1,99.7,-3.16,24
2007,Portland Trail Blazers,32,50,.390,19.0,94.1,98.4,-3.78,25
2007,Seattle SuperSonics,31,51,.378,20.0,99.1,102.0,-2.45,26
2007,Atlanta Hawks,30,52,.366,14.0,93.7,98.4,-4.86,27
2007,Milwaukee Bucks,28,54,.341,25.0,99.7,104.0,-4.43,28
2007,Boston Celtics,24,58,.293,23.0,95.8,99.2,-3.70,29
