Year,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,seed
2011,Pacific Division,,,,,,,,35
2011,Southwest Division,,,,,,,,36
2012,San Antonio Spurs,50,16,.758,—,103.7,96.5,7.28,1
2012,Chicago Bulls,50,16,.758,—,96.3,88.2,7.43,2
2012,Oklahoma City Thunder,47,19,.712,—,103.1,96.9,6.44,3
2012,Miami Heat,46,20,.697,—,98.5,92.5,5.72,4
2012,Indiana Pacers,42,24,.636,8.0,97.7,94.4,2.60,5
2012,Memphis Grizzlies,41,25,.621,9.0,95.0,93.0,2.43,6
2012,Los Angeles Lakers,41,25,.621,—,97.3,95.9,1.96,7
2012,Los Angeles Clippers,40,26,.606,1.0,97.5,95.0,2.82,8
2012,Atlanta Hawks,40,26,.606,6.0,96.6,93.2,2.67,9
2012,Boston Celtics,39,27,.591,—,91.8,89.3,2.26,10
2012,Denver Nuggets,38,28,.576,9.0,104.1,101.2,3.16,11
2012,Orlando Magic,37,29,.561,9.0,94.2,93.4,0.46,12
2012,Dallas Mavericks,36,30,.545,14.0,95.8,94.8,1.78,13
2012,New York Knicks,36,30,.545,3.0,97.8,94.7,2.39,14
2012,Utah Jazz,36,30,.545,11.0,99.7,99.0,0.92,15
2012,Philadelphia 76ers,35,31,.530,4.0,93.6,89.4,3.59,16
2012,Houston Rockets,34,32,.515,16.0,98.1,97.9,0.57,17
2012,Phoenix Suns,33,33,.500,8.0,98.4,98.6,0.29,18
2012,Milwaukee Bucks,31,35,.470,19.0,99.0,98.7,-0.23,19
2012,Portland Trail Blazers,28,38,.424,19.0,97.2,97.8,-0.22,20
2012,Minnesota Timberwolves,26,40,.394,21.0,97.9,100.1,-1.83,21
2012,Detroit Pistons,25,41,.379,25.0,90.9,95.7,-5.19,22
2012,Golden State Warriors,23,43,.348,18.0,97.8,101.2,-2.79,23
2012,Toronto Raptors,23,43,.348,16.0,90.7,94.0,-3.67,24
2012,New Jersey Nets,22,44,.333,17.0,93.1,99.1,-6.37,25
2012,Sacramento Kings,22,44,.333,19.0,98.8,104.4,-4.95,26
2012,Cleveland Cavaliers,21,45,.318,29.0,93.0,100.2,-7.34,27
2012,New Orleans Hornets,21,45,.318,29.0,89.6,93.4,-3.11,28
2012,Washington Wizards,20,46,.303,26.0,93.6,98.4,-5.14,29
2012,Charlotte Bobcats,7,59,.106,39.0,87.0,100.9,-13.96,30
2012,Atlantic Division,,,,,,,,31
2012,Central Division,,,,,,,,32
2012,Southeast Division,,,,,,,,33
2012,Northwest Division,,,,,,,,34
2012,Pacific Division,,,,,,,,35
2012,Southwest Division,,,,,,,,36
2013,Miami Heat,66,16,.805,—,102.9,95.0,7.03,1
2013,Oklahoma City Thunder,60,22,.732,—,105.7,96.5,9.15,2
2013,San Antonio Spurs,58,24,.707,—,103.0,96.6,6.67,3
2013,Denver Nuggets,57,25,.695,3.0,106.1,101.1,5.37,4
2013,Memphis Grizzlies,56,26,.683,2.0,93.4,89.3,4.32,5
2013,Los Angeles Clippers,56,26,.683,—,101.1,94.6,6.43,6
2013,New York Knicks,54,28,.659,—,100.0,95.7,3.73,7
2013,Indiana Pacers,49,32,.605,—,94.7,90.7,3.34,8
2013,Brooklyn Nets,49,33,.598,5.0,96.9,95.1,1.25,9
2013,Golden State Warriors,47,35,.573,9.0,101.2,100.3,1.32,10
2013,Chicago Bulls,45,37,.549,4.5,93.2,92.9,-0.02,11
2013,Houston Rockets,45,37,.549,13.0,106.0,102.5,3.69,12
2013,Los Angeles Lakers,45,37,.549,11.0,102.2,101.0,1.48,13
2013,Atlanta Hawks,44,38,.537,22.0,98.0,97.5,-0.08,14
2013,Utah Jazz,43,39,.524,17.0,98.0,98.1,0.30,15
2013,Boston Celtics,41,40,.506,12.5,96.5,96.7,-0.62,16
2013,Dallas Mavericks,41,41,.500,17.0,101.1,101.7,-0.24,17
2013,Milwaukee Bucks,38,44,.463,11.5,98.9,100.4,-1.83,18
2013,Toronto Raptors,34,48,.415,20.0,97.2,98.7,-1.96,19
2013,Philadelphia 76ers,34,48,.415,20.0,93.2,96.5,-3.51,20
2013,Portland Trail Blazers,33,49,.402,27.0,97.5,100.7,-2.53,21
2013,Minnesota Timberwolves,31,51,.378,29.0,95.7,98.1,-1.83,22
2013,Detroit Pistons,29,53,.354,20.5,94.9,98.8,-4.33,23
2013,Washington Wizards,29,53,.354,37.0,93.2,95.8,-2.78,24
2013,Sacramento Kings,28,54,.341,28.0,100.2,105.1,-4.26,25
2013,New Orleans Hornets,27,55,.329,31.0,94.1,97.9,-3.12,26
2013,Phoenix Suns,25,57,.305,31.0,95.2,101.6,-5.75,27
2013,Cleveland Cavaliers,24,58,.293,25.5,96.5,101.2,-4.87,28
2013,Charlotte Bobcats,21,61,.256,45.0,93.4,102.7,-9.29,29
2013,Orlando Magic,20,62,.244,46.0,94.1,101.1,-7.12,30
2013,Atlantic Division,,,,,,,,31
2013,Central Division,,,,,,,,32
2013,Southeast Division,,,,,,,,33
2013,Northwest Division,,,,,,,,34
2013,Pacific Division,,,,,,,,35
2013,Southwest Division,,,,,,,,36
2014,San Antonio Spurs,62,20,.756,—,105.4,97.6,8.00,1
2014,Oklahoma City Thunder,59,23,.720,—,106.2,99.8,6.66,2
2014,Los Angeles Clippers,57,25,.695,—,107.9,101.0,7.27,3
2014,Indiana Pacers,56,26,.683,—,96.7,92.3,3.63,4
2014,Portland Trail Blazers,54,28,.659,5.0,106.7,102.8,4.44,5
2014,Houston Rockets,54,28,.659,8.0,107.7,103.1,5.06,6
2014,Miami Heat,54,28,.659,—,102.2,97.4,4.15,7
2014,Golden State Warriors,51,31,.622,6.0,104.3,99.5,5.15,8
2014,Memphis Grizzlies,50,32,.610,12.0,96.1,94.6,2.18,9
2014,Dallas Mavericks,49,33,.598,13.0,104.8,102.4,2.91,10
2014,Phoenix Suns,48,34,.585,9.0,105.2,102.6,3.02,11
2014,Toronto Raptors,48,34,.585,—,101.3,98.0,2.55,12
2014,Chicago Bulls,48,34,.585,8.0,93.7,91.8,1.20,13
2014,Brooklyn Nets,44,38,.537,4.0,98.5,99.5,-1.58,14
2014,Washington Wizards,44,38,.537,10.0,100.7,99.4,0.48,15
2014,Charlotte Bobcats,43,39,.524,11.0,96.9,97.1,-0.89,16
2014,Minnesota Timberwolves,40,42,.488,19.0,106.9,104.3,3.10,17
2014,Atlanta Hawks,38,44,.463,16.0,101.0,101.5,-0.88,18
2014,New York Knicks,37,45,.451,11.0,98.6,99.4,-1.40,19
2014,Denver Nuggets,36,46,.439,23.0,104.4,106.5,-1.40,20
2014,New Orleans Pelicans,34,48,.415,28.0,99.7,102.4,-1.98,21
2014,Cleveland Cavaliers,33,49,.402,23.0,98.2,101.5,-3.86,22
2014,Detroit Pistons,29,53,.354,27.0,101.0,104.7,-4.13,23
2014,Sacramento Kings,28,54,.341,29.0,100.5,103.4,-2.08,24
2014,Los Angeles Lakers,27,55,.329,30.0,103.0,109.2,-5.33,25
2014,Utah Jazz,25,57,.305,34.0,95.0,102.2,-6.27,26
2014,Boston Celtics,25,57,.305,23.0,96.2,100.7,-4.97,27
2014,Orlando Magic,23,59,.280,31.0,96.5,102.0,-5.88,28
2014,Philadelphia 76ers,19,63,.232,29.0,99.5,109.9,-10.66,29
2014,Milwaukee Bucks,15,67,.183,41.0,95.5,103.7,-8.41,30
2014,Atlantic Division,,,,,,,,31
2014,Central Division,,,,,,,,32
2014,Southeast Division,,,,,,,,33
2014,Northwest Division,,,,,,,,34
2014,Pacific Division,,,,,,,,35
2014,Southwest Division,,,,,,,,36
2015,Golden State Warriors,67,15,.817,—,110.0,99.9,10.01,1
2015,Atlanta Hawks,60,22,.732,—,102.5,97.1,4.75,2
2015,Houston Rockets,56,26,.683,—,103.9,100.5,3.82,3
2015,Los Angeles Clippers,56,26,.683,11.0,106.7,100.1,6.80,4
2015,San Antonio Spurs,55,27,.671,1.0,103.2,97.0,6.34,5
2015,Memphis Grizzlies,55,27,.671,1.0,98.3,95.1,3.62,6
2015,Cleveland Cavaliers,53,29,.646,—,103.1,98.7,4.08,7
2015,Portland Trail Blazers,51,31,.622,—,102.8,98.6,4.41,8
2015,Dallas Mavericks,50,32,.610,6.0,105.2,102.3,3.36,9
2015,Chicago Bulls,50,32,.610,3.0,100.8,97.8,2.54,10
2015,Toronto Raptors,49,33,.598,—,104.0,100.9,2.45,11
2015,Washington Wizards,46,36,.561,14.0,98.5,97.8,0.17,12
2015,Oklahoma City Thunder,45,37,.549,6.0,104.0,101.8,2.47,13
2015,New Orleans Pelicans,45,37,.549,11.0,99.4,98.6,1.13,14
2015,Milwaukee Bucks,41,41,.500,12.0,97.8,97.4,-0.09,15
2015,Boston Celtics,40,42,.488,9.0,101.4,101.2,-0.40,16
2015,Phoenix Suns,39,43,.476,28.0,102.4,103.3,-0.38,17
2015,Utah Jazz,38,44,.463,13.0,95.1,94.9,0.71,18
2015,Indiana Pacers,38,44,.463,15.0,97.3,97.0,-0.23,19
2015,Brooklyn Nets,38,44,.463,11.0,98.0,100.9,-3.13,20
2015,Miami Heat,37,45,.451,23.0,94.7,97.3,-2.92,21
2015,Charlotte Hornets,33,49,.402,27.0,94.2,97.3,-3.44,22
2015,Detroit Pistons,32,50,.390,21.0,98.5,99.5,-1.39,23
2015,Denver Nuggets,30,52,.366,21.0,101.5,105.0,-3.07,24
2015,Sacramento Kings,29,53,.354,38.0,101.3,105.0,-3.07,25
2015,Orlando Magic,25,57,.305,35.0,95.7,101.4,-5.87,26
2015,Los Angeles Lakers,21,61,.256,46.0,98.5,105.3,-6.17,27
2015,Philadelphia 76ers,18,64,.220,31.0,92.0,101.0,-9.04,28
2015,New York Knicks,17,65,.207,32.0,91.9,101.2,-9.50,29
2015,Minnesota Timberwolves,16,66,.195,35.0,97.8,106.5,-8.00,30
2015,Atlantic Division,,,,,,,,31
2015,Central Division,,,,,,,,32
2015,Southeast Division,,,,,,,,33
2015,Northwest Division,,,,,,,,34
2015,Pacific Division,,,,,,,,35
2015,Southwest Division,,,,,,,,36
2016,Golden State Warriors,73,9,.890,—,114.9,104.1,10.38,1
2016,San Antonio Spurs,67,15,.817,6.0,103.5,92.9,10.28,2
2016,Cleveland Cavaliers,57,25,.695,—,104.3,98.3,5.45,3
2016,Toronto Raptors,56,26,.683,1.0,102.7,98.2,4.08,4
2016,Oklahoma City Thunder,55,27,.671,18.0,110.2,102.9,7.09,5
2016,Los Angeles Clippers,53,29,.646,20.0,104.5,100.2,4.13,6
2016,Atlanta Hawks,48,34,.585,9.0,102.8,99.2,3.49,7
2016,Boston Celtics,48,34,.585,9.0,105.7,102.5,2.84,8
2016,Miami Heat,48,34,.585,9.0,100.0,98.4,1.50,9
2016,Charlotte Hornets,48,34,.585,9.0,103.4,100.7,2.36,10
2016,Indiana Pacers,45,37,.549,12.0,102.2,100.5,1.62,11
2016,Portland Trail Blazers,44,38,.537,29.0,105.1,104.3,0.98,12
2016,Detroit Pistons,44,38,.537,13.0,102.0,101.4,0.43,13
2016,Memphis Grizzlies,42,40,.512,31.0,99.1,101.3,-2.14,14
2016,Dallas Mavericks,42,40,.512,31.0,102.3,102.6,-0.02,15
2016,Chicago Bulls,42,40,.512,15.0,101.6,103.1,-1.46,16
2016,Houston Rockets,41,41,.500,32.0,106.5,106.4,0.34,17
2016,Washington Wizards,41,41,.500,16.0,104.1,104.6,-0.50,18
2016,Utah Jazz,40,42,.488,33.0,97.7,95.9,1.84,19
2016,Orlando Magic,35,47,.427,22.0,102.1,103.7,-1.68,20
2016,Milwaukee Bucks,33,49,.402,24.0,99.0,103.2,-3.98,21
2016,Sacramento Kings,33,49,.402,40.0,106.6,109.1,-2.32,22
2016,Denver Nuggets,33,49,.402,40.0,101.9,105.0,-2.81,23
2016,New York Knicks,32,50,.390,25.0,98.4,101.1,-2.74,24
2016,New Orleans Pelicans,30,52,.366,43.0,102.7,106.5,-3.56,25
2016,Minnesota Timberwolves,29,53,.354,44.0,102.4,106.0,-3.38,26
2016,Phoenix Suns,23,59,.280,50.0,100.9,107.5,-6.32,27
2016,Brooklyn Nets,21,61,.256,36.0,98.6,106.0,-7.12,28
2016,Los Angeles Lakers,17,65,.207,56.0,97.3,106.9,-8.92,29
2016,Philadelphia 76ers,10,72,.122,47.0,97.4,107.6,-9.92,30
2017,Golden State Warriors,67,15,.817,—,115.9,104.3,11.35,1
2017,San Antonio Spurs,61,21,.744,6.0,105.3,98.1,7.13,2
2017,Houston Rockets,55,27,.671,12.0,115.3,109.6,5.84,3
2017,Boston Celtics,53,29,.646,—,108.0,105.4,2.25,4
2017,Toronto Raptors,51,31,.622,2.0,106.9,102.6,3.65,5
2017,Cleveland Cavaliers,51,31,.622,2.0,110.3,107.2,2.87,6
2017,Utah Jazz,51,31,.622,16.0,100.7,96.8,4.00,7
2017,Los Angeles Clippers,51,31,.622,16.0,108.7,104.4,4.42,8
2017,Washington Wizards,49,33,.598,4.0,109.2,107.4,1.36,9
